User_ID,Age,Gender,Location,Device_Type,Ad_Platform,Viewing_Hours,Clicks,Purchase_Made,Income,Ad_Spent,Demographic_Group,Frequency,Engagement_Score
24,47,Other,Suburban,Mobile,Streaming,2.232143923069274,1,No,106560.24451333881,788.7798099294507,D,7,74.12547269343997
25,63,Female,Urban,Mobile,Digital,5.705490847464249,3,No,130331.92301543953,160.64859600956115,D,4,25.62975373430112
26,23,Male,Suburban,Desktop,TV,8.955618811107435,2,No,72854.52289518528,667.6920191167266,B,19,61.127821195359964
27,63,Other,Suburban,Mobile,Digital,6.2611514889563145,1,No,63896.35249232271,936.4155582330415,A,7,7.258154459427124
28,27,Other,Urban,Tablet,TV,4.55740836255306,1,No,22598.612624813857,306.70092495004064,B,2,73.30184277215976
29,55,Female,Urban,Tablet,Streaming,1.444289843911828,1,No,27915.39435620912,712.8274046770022,D,10,13.33678817277576
30,52,Other,Rural,Tablet,TV,1.6894172932228724,4,No,118117.0299383766,409.42836455799664,D,3,33.110195985214396
31,53,Female,Rural,Desktop,TV,4.843547016086196,1,No,31647.7433755003,433.97055614508116,B,8,91.6513123519986
32,58,Female,Urban,Desktop,Social Media,4.63121358596266,2,No,127688.63160133852,563.4799131167615,C,9,60.49580520437997
33,33,Male,Urban,Mobile,TV,5.223886657214768,3,No,121541.13388283148,372.968366233398,B,10,64.04228702256438
34,46,Other,Rural,Tablet,TV,5.078904280260641,2,Yes,126530.31027137893,969.9756100022612,A,10,15.251395955818525
35,54,Female,Suburban,Desktop,Social Media,3.4127889603146055,2,Yes,109171.19450656547,139.27638919016152,D,11,74.14624772765701
36,25,Female,Urban,Desktop,Streaming,6.958636300542076,0,Yes,22734.905528769243,760.0713211732615,A,9,78.52385709552397
37,51,Female,Urban,Mobile,Social Media,2.122111169187896,2,No,77645.53191468399,173.09460241296983,C,16,95.91461175702443
38,62,Other,Suburban,Tablet,Streaming,8.523288353947915,3,No,40433.20811764474,868.5217154938433,D,10,62.19353088728178
39,43,Other,Rural,Tablet,Streaming,1.9439611609110363,4,No,63953.17600767097,529.2144423055004,D,18,89.48620149425936
40,64,Other,Rural,Mobile,Streaming,4.15887399574212,1,Yes,92462.36275145932,301.2648479381486,B,19,76.92662539693181
41,52,Female,Suburban,Mobile,TV,2.1074344569213297,2,Yes,115152.01907651576,541.8317000441821,B,19,39.01199704931495
42,34,Other,Urban,Mobile,Social Media,6.184528050181868,1,No,50182.88515883636,959.8776283860677,A,12,17.199157037370473
43,19,Female,Suburban,Mobile,Social Media,4.776377405728365,3,No,63527.67553100513,247.22580169036766,B,18,95.15963185045595
44,44,Other,Urban,Tablet,Social Media,3.743139847751278,3,No,47294.94730123867,644.6106289780602,D,5,95.66648627932938
45,22,Other,Rural,Tablet,Social Media,4.751334825947837,4,No,147951.5001523904,526.9842555029538,B,8,25.209689137007796
46,19,Female,Urban,Mobile,Digital,4.2124045384397535,1,No,140793.10540240048,727.8912271596987,D,4,97.72560551224984
47,38,Other,Urban,Desktop,TV,8.551655230942478,0,No,104983.05329957794,256.0546496117296,B,19,56.90701298585042
48,20,Female,Urban,Desktop,Digital,1.24266498863284,7,No,127228.1715655255,636.0542996364272,B,17,28.872466011298613
49,59,Other,Urban,Tablet,TV,7.931814212891162,0,No,113453.16065784522,865.7951927580611,D,7,86.52063214291678
50,18,Other,Urban,Tablet,Social Media,6.553295838909564,2,Yes,130317.66876577558,122.98472506107657,A,12,68.35962086978826
51,28,Other,Rural,Mobile,Digital,3.4832037734432895,2,Yes,141677.91851281113,822.3241462937287,A,12,47.101507099544584
52,36,Other,Suburban,Desktop,Streaming,9.19102061155443,0,Yes,140958.03826809692,527.14457506448,D,6,48.44106442808066
53,41,Male,Rural,Tablet,Social Media,1.7694562064559327,1,No,94694.3801465339,272.53371067173794,A,15,94.72377899000142
54,21,Female,Urban,Desktop,Social Media,3.1028828775652517,3,No,145405.7722913782,647.4333384780354,A,3,38.18542970751984
55,41,Male,Suburban,Mobile,Streaming,3.748410665384486,0,No,72982.8398726258,370.0449844895871,C,3,37.19509356569838
56,20,Other,Urban,Tablet,Social Media,6.477962810907285,4,No,45149.68382136865,986.6537001829064,D,2,37.50595037670229
57,62,Other,Rural,Tablet,TV,9.464113450220534,2,No,50092.01063007873,343.7499884698069,B,15,94.14525433591955
58,33,Female,Rural,Desktop,Social Media,5.934478627279508,3,No,79611.20447084088,743.1141791983066,B,8,62.028339158603664
59,51,Female,Urban,Desktop,TV,8.56306085626771,2,No,52905.8078255803,551.7023391694711,C,8,96.40803952867469
60,18,Female,Urban,Tablet,TV,9.049732897263329,3,No,36524.01337958547,455.3724196923872,D,8,73.37981783823105
61,65,Female,Suburban,Desktop,Social Media,4.6646371263686115,2,No,71579.44261328329,573.1853383521575,B,9,82.4077987736471
62,37,Other,Suburban,Desktop,Streaming,4.724341267739409,1,No,95559.77014661802,374.71786699886894,A,15,52.520322391607024
63,25,Female,Urban,Mobile,TV,2.499977472764394,2,No,145839.39759366453,515.4815240946841,B,12,70.008010949384
64,42,Male,Suburban,Desktop,Digital,6.015865143513665,1,Yes,100670.5677522376,437.6072325987628,D,3,28.995976233220265
65,21,Female,Urban,Tablet,TV,1.2002782266431233,3,No,120608.78633326963,682.4264898227768,B,12,7.785478123457457
66,27,Female,Urban,Mobile,Streaming,6.343287314676827,1,Yes,108685.57936218586,749.8976913233425,C,2,16.51646829502502
67,27,Male,Urban,Tablet,Social Media,8.928971096315335,1,Yes,70007.30988196091,791.7412890929374,C,16,97.25760162021601
68,50,Male,Rural,Mobile,Streaming,7.60785688210981,4,No,44581.128350266255,807.541706600878,A,5,6.818977379931656
69,49,Male,Urban,Mobile,Streaming,6.491883773384553,3,Yes,56693.67572432853,418.2110221048604,C,16,43.28729388990009
70,41,Male,Urban,Desktop,Social Media,8.38403993497106,4,No,133949.2721030608,653.8473519598338,B,4,97.59411624948106
71,64,Female,Urban,Desktop,Digital,7.298151651055278,1,No,40240.49689082563,555.6616856175683,B,3,39.986421986121854
72,55,Male,Suburban,Tablet,Digital,5.2966200904786644,1,No,32683.42328242638,676.0671024161794,A,12,85.90326069046681
73,58,Other,Urban,Desktop,TV,5.210643698162384,3,No,130920.41004499524,418.57008517848107,A,11,16.169441749744927
74,57,Female,Rural,Mobile,TV,1.070031388645849,2,No,91266.3406186216,272.2201767511193,A,13,50.976967079114274
75,54,Other,Rural,Desktop,Digital,4.344147469659965,3,No,108725.1188708883,753.369673170098,D,9,38.10894158946159
76,35,Female,Urban,Tablet,Social Media,5.224494597001092,3,No,127357.86420120242,440.36546719464604,D,17,74.1994952289855
77,41,Female,Urban,Mobile,Streaming,4.69917023895521,2,No,64203.725951367975,758.640148611067,D,2,2.6628904585925817
78,36,Other,Urban,Tablet,Social Media,7.760138781796975,2,No,117515.28567126737,736.6881681224035,C,19,76.86559883876812
79,41,Male,Rural,Desktop,Streaming,1.6096203220339433,2,No,102027.91484822707,993.9381440950099,B,9,28.105026095839868
80,40,Male,Suburban,Mobile,Streaming,7.948989106144787,4,No,23225.8199858161,429.05654837413914,C,8,79.03953232073582
81,57,Other,Suburban,Tablet,Digital,7.416627668228305,1,Yes,113645.10851080723,714.5573193414783,B,16,35.98013448394922
82,65,Male,Urban,Desktop,Digital,9.008223271839684,1,Yes,64757.424244375834,723.8778146225611,C,5,4.569583857639659
83,,Female,Suburban,Desktop,Social Media,3.7345499267428286,1,No,47036.02345010334,944.7349059657133,A,6,1.2182526991377673
84,32,Female,Rural,Tablet,Streaming,1.7654338903161504,0,No,144939.51587464978,548.966997496296,D,9,89.62350886355462
85,33,Female,Urban,Mobile,Social Media,7.586285869672697,4,No,120041.6335580098,698.345502188191,B,15,93.53605993637395
86,30,Male,Suburban,Tablet,TV,5.884308517810483,3,Yes,23184.015105977553,779.2594549523928,B,5,33.56135245468762
87,21,Male,Urban,Desktop,Digital,7.124923482589538,4,Yes,118778.79172385417,990.4977903723491,B,14,42.06626815004208
88,40,Other,Urban,Tablet,Digital,9.967404708691651,1,No,130546.47332229058,513.2160592174229,C,12,93.2037881174821
89,46,Female,Rural,Desktop,Streaming,1.945397496217044,1,No,66320.12895323915,330.92898560989096,C,7,47.72218672414205
90,46,Other,Rural,Mobile,Digital,4.110516054741376,0,No,62438.695315598685,644.9322450642117,B,15,67.85895109565783
91,53,Male,Suburban,Tablet,Social Media,1.9269679272416895,1,Yes,75078.50854779087,490.6403789754087,A,2,50.53302114961215
92,38,Other,Rural,Mobile,Streaming,8.606231872440699,3,No,80609.32972613222,188.3018074066259,A,6,86.64847609562824
93,39,Male,Urban,Tablet,Streaming,0.16981025390197413,2,No,69476.53070470027,501.6416777413185,A,18,95.05501931218372
94,26,Female,Rural,Desktop,TV,1.3522311813391164,1,No,85803.9742019795,725.01879762926,D,2,72.86997424189795
95,32,Female,Suburban,Mobile,Social Media,2.4787027097077563,2,No,146433.98852253854,513.182577974663,B,3,24.241786663094654
96,19,Male,Suburban,Desktop,Streaming,7.713232039323899,4,No,24170.060872256996,614.3324940262329,A,9,14.705680821771306
97,37,Male,Suburban,Tablet,Digital,6.284542028680486,0,No,147732.3024852092,738.7303764011565,B,10,3.051240494701901
98,44,Male,Rural,Desktop,Digital,3.8861233194365106,1,No,130426.12110131704,557.029875559247,A,5,68.08846428291442
99,47,Female,Rural,Tablet,Streaming,1.5870030318449169,3,No,123654.42643858682,187.0266560441397,B,4,77.86291108835567
100,48,Male,Rural,Mobile,Digital,3.2160869602623823,0,No,78538.09479355189,722.9375514254898,D,4,64.57630018454024
101,51,Female,Rural,Desktop,Streaming,7.434202588808663,1,No,29759.740190053577,274.7636295058164,B,15,10.80273719832493
102,35,Other,Rural,Desktop,Streaming,3.819516991834834,1,Yes,100446.11126647687,744.336866628742,A,7,12.375818194681997
103,33,Female,Suburban,Tablet,Streaming,4.625953322848746,1,No,136252.8976324777,376.1149040591278,B,18,61.53447387597548
104,50,Other,Suburban,Tablet,Digital,6.086260151683956,5,No,75255.86179215349,583.2096463072393,C,17,65.57890544208736
105,26,Female,Rural,Tablet,Digital,9.12887543170251,0,No,29009.62775604418,157.94027131088086,A,2,24.296589172154714
106,36,Female,Urban,Mobile,Social Media,2.5010526734396987,2,No,20702.743898026332,357.2976654065821,B,19,40.107096256888276
107,42,Male,Suburban,Desktop,TV,4.479965671096009,2,No,35522.375666603315,932.2084317082257,A,16,93.33416374056117
108,47,Female,Urban,Tablet,Digital,3.103213449207043,2,No,98772.68775010342,572.5633100312693,B,10,6.821284697917629
109,46,Male,Urban,Tablet,Streaming,4.661869248409256,3,No,148817.59749331512,916.9541801434345,D,3,22.235888901093503
110,20,Male,Suburban,Desktop,Digital,6.964615576728983,1,No,112574.0653808672,945.8386948565969,D,16,82.34457585491475
111,53,Male,Urban,Mobile,Digital,4.820640954377132,0,No,40429.503213816395,349.29385870804543,A,1,68.59708531143252
112,,Female,Urban,Desktop,Streaming,8.34536345316416,1,No,132146.72544110293,915.328106785551,A,17,53.43368437366848
113,50,Male,Suburban,Tablet,Social Media,5.532580993405042,4,No,105834.25925224577,691.7759086259043,A,12,59.12401873223555
114,39,Other,Suburban,Desktop,Streaming,3.8576517190616944,6,No,59202.51950033403,589.7176384241773,B,13,15.2600762725017
115,41,Other,Rural,Tablet,Social Media,7.823210660781421,2,Yes,85217.43893250576,464.71778661364897,D,19,64.9979089429275
116,39,Female,Suburban,Tablet,Digital,4.313239030233774,2,Yes,72390.96788485502,327.0185757575223,D,12,39.488885663939655
117,50,Male,Urban,Desktop,Streaming,5.155526361388098,4,No,133257.71304733117,459.28476956550736,A,19,99.64123429681678
118,49,Other,Suburban,Desktop,Digital,9.946703614441804,2,No,143930.8097763208,688.3616357321192,A,13,2.6920296523060494
119,49,Female,Rural,Mobile,Streaming,7.864317290999908,2,No,36079.34339006416,426.6371293761588,D,19,94.9584841503813
120,37,Female,Suburban,Tablet,Digital,8.551421857410743,1,No,39166.864900686676,417.21165541389615,B,2,23.437698857222433
121,55,Female,Urban,Tablet,Digital,5.928510280587136,2,No,30719.63408415171,589.7708862249125,B,14,33.488778020526546
122,32,Female,Suburban,Tablet,Digital,3.4821646655790497,4,No,69404.04443711023,140.74906608437104,A,10,6.0389709467645325
123,65,Female,Urban,Tablet,Streaming,9.912696131422607,2,No,146237.41699718984,650.6727987378416,B,16,63.554869296837815
124,22,Male,Suburban,Tablet,Social Media,2.4402009603951047,3,No,148350.2061213997,363.27570436877613,C,6,57.25325374643241
125,25,Male,Rural,Desktop,Digital,8.728169460108463,3,No,97472.93590759738,542.855594402319,C,7,79.31401439972211
126,,Male,Rural,Tablet,Streaming,9.113013346726142,0,No,80256.36471135181,846.2986346933625,D,2,48.80008381219187
127,61,Male,Suburban,Desktop,Streaming,8.175547811470192,4,No,59309.268212879746,813.1325858916993,C,1,67.28276199968332
128,25,Female,Urban,Mobile,Digital,1.140840165531286,1,No,20063.464254005787,362.5299967981498,D,13,95.21463391507177
129,20,Female,Rural,Tablet,Digital,8.541130070213317,2,No,54169.817736136865,145.27210927276946,C,4,41.2071726289413
130,20,Other,Urban,Mobile,Social Media,6.6377793961080815,2,No,39019.419679355095,440.55839547281334,C,3,47.37810194637183
131,19,Other,Suburban,Desktop,Digital,6.808239747654304,1,Yes,20257.83364250281,205.57090809325086,C,4,50.46238487846472
132,36,Male,Rural,Desktop,Social Media,7.865315770706082,2,No,136479.24888441566,488.940905616951,C,13,53.815377989637895
133,24,Female,Rural,Mobile,TV,4.905373371624117,1,No,30963.798413652024,845.1367684321766,C,15,25.057292732641166
134,23,Other,Urban,Tablet,Streaming,2.671572005751427,0,No,112122.8170509166,391.49336939760747,D,10,23.05765578717788
135,56,Other,Rural,Desktop,Social Media,5.749321773654529,1,No,140188.28792286225,831.3167708537344,C,17,38.786105935282144
136,62,Other,Urban,Desktop,Digital,1.0867545494208752,2,Yes,36519.86447594927,972.1122788800179,C,15,86.23898539354362
137,64,Other,Urban,Desktop,Social Media,6.748051052609645,3,No,51263.75111403623,710.1791693924746,B,19,81.99158814885688
138,35,Male,Suburban,Desktop,Digital,4.829409347306097,0,No,50555.00285905159,864.8176420367329,A,19,4.23659618181712
139,49,Female,Urban,Desktop,Social Media,5.023309509295303,4,No,31194.96851678189,858.4482064531651,D,15,80.70779113024881
140,28,Male,Rural,Desktop,Streaming,1.8582209401952354,4,No,138263.61436842164,117.85377925100657,D,9,29.4684527496499
141,65,Other,Urban,Mobile,Social Media,0.4128282800550087,1,No,130377.5631331124,695.9680219910106,C,13,4.9146212855817994
142,19,Other,Rural,Tablet,TV,6.112697845853355,3,No,69498.74348203378,793.8166386546803,D,6,39.39762156078564
143,34,Female,Urban,Tablet,Streaming,6.588309424840202,3,No,120028.48813158112,499.7722839198865,D,10,9.688579328816527
144,42,Female,Suburban,Tablet,Social Media,4.982919524093818,5,Yes,86223.87598301115,861.2659709099526,B,1,24.052173360848194
145,34,Male,Suburban,Tablet,TV,7.657312859463854,1,Yes,108280.4283990808,697.6687706400512,D,16,74.83365154425114
146,50,Female,Urban,Mobile,TV,5.63716224257721,2,No,109588.97816684422,716.3595402354402,D,11,5.272880490706122
147,64,Male,Urban,Mobile,Social Media,8.481960168372142,2,No,120791.52985776558,467.07214968790134,A,18,44.291279044736406
148,46,Male,Urban,Tablet,Streaming,2.8811859491335214,4,No,136893.45154513832,895.4052739208659,C,2,20.012977702368218
149,32,Other,Suburban,Desktop,Social Media,2.4310833090311545,4,No,122581.766308554,441.0296957946554,D,2,42.92617995740746
150,25,Male,Urban,Tablet,Streaming,2.6114533339683756,3,No,111849.05910411899,231.95582788333064,A,15,87.80705130513417
151,65,Other,Urban,Desktop,Streaming,0.3051847526333207,1,No,100859.71810359768,382.8083681318469,C,4,81.13453685965268
152,55,Male,Rural,Desktop,Social Media,9.00624072504847,2,Yes,47181.29583301353,461.21842836120544,D,18,41.10009348445464
153,29,Male,Suburban,Mobile,TV,9.991865652470032,1,No,56807.77940087918,777.2926609449137,B,17,15.570024834309237
154,47,Female,Suburban,Desktop,Streaming,8.165225494036516,2,No,29796.59360806596,178.33227455201512,B,15,95.96489195488655
155,21,Female,Urban,Mobile,Digital,4.12596093489904,2,Yes,53510.98154796166,692.6008299235676,C,15,48.86399566434099
156,29,Other,Urban,Tablet,Digital,3.5393355611116406,5,No,90712.43626608409,560.9800464104405,A,4,14.716343609559813
157,22,Female,Rural,Mobile,TV,7.746825678678678,2,No,143978.5786379935,384.7910899146643,C,8,24.76104512802324
158,40,Male,Urban,Desktop,TV,5.099451089522212,3,No,36484.77428413714,455.4442573160667,D,18,82.88554924470584
159,36,Other,Suburban,Desktop,Social Media,9.394578497880403,1,No,77563.2289755609,728.4704501272491,A,4,21.38160117015949
160,64,Other,Rural,Desktop,Streaming,2.795796454320377,1,No,117609.1963525998,641.1674408601331,B,17,9.40873381411964
161,64,Other,Suburban,Tablet,Social Media,3.238179864305918,4,No,123175.10809946473,164.24417936817193,C,3,30.627510252239055
162,57,Male,Urban,Mobile,Digital,9.988249107152686,1,No,44837.80695498981,189.35316599090578,D,12,74.3422915760259
163,65,Female,Rural,Tablet,Digital,9.781747639356475,5,No,43180.20570106698,732.7672032628692,B,6,39.39165197735915
164,30,Other,Suburban,Mobile,Streaming,8.8519175515735,2,No,99391.52142685957,891.7735472450908,A,12,18.914415674235407
165,34,Male,Suburban,Tablet,Streaming,4.046286876201156,2,No,138826.218270175,244.89826120997915,B,17,89.89501900302757
166,48,Female,Suburban,Tablet,Digital,8.376127350267424,1,No,124566.64934493975,635.7269786857772,C,4,52.7107481473405
167,43,Female,Urban,Desktop,Social Media,2.8339320322423034,4,No,69973.30669455742,285.4299699592135,D,5,95.69693848579647
168,51,Other,Urban,Tablet,Streaming,2.5475467075364575,1,No,105587.23358247134,986.0419973639957,A,16,94.54094374921584
169,35,Male,Urban,Tablet,Social Media,5.46437658164945,1,No,53128.38757000146,665.385770587764,B,11,60.84720716725512
170,25,Female,Urban,Mobile,Streaming,8.602628931775573,1,Yes,81326.34322371102,835.0441311984464,B,3,45.39110531041801
171,65,Male,Suburban,Tablet,TV,0.9747320904015111,2,No,89611.810938902,360.7708736997185,B,15,41.477267029597485
172,52,Female,Rural,Desktop,Social Media,5.653058875837324,2,Yes,102906.28690759954,404.53740667627613,B,16,43.08689052358713
173,42,Other,Urban,Tablet,Digital,6.097383568730774,2,No,72046.61023988386,231.15109766405044,C,15,3.143320282121276
174,29,Other,Rural,Mobile,TV,5.797977607249139,2,Yes,24161.748914707336,711.6131106408278,C,3,68.25937317016374
175,45,Female,Suburban,Mobile,Social Media,2.1849727405763044,2,No,140647.29480564315,983.3617960390717,B,8,31.292925130090378
176,64,Male,Urban,Tablet,Streaming,0.6412914475313725,1,No,144311.2949144628,541.4133552245432,C,7,33.269338738417595
177,41,Female,Suburban,Tablet,Digital,8.949918773219846,3,No,109308.91383287555,186.79450279333713,C,15,78.46502090092449
178,47,Male,Urban,Mobile,Streaming,5.745124051863428,1,No,54628.0487203944,111.94172439436538,D,6,98.01102764859813
179,21,Female,Urban,Desktop,Social Media,7.679044332055243,1,No,97316.5367316018,737.6142397423397,B,2,11.213527654272982
180,20,Other,Rural,Tablet,TV,3.644370012981797,4,No,55893.52278028736,261.2864664374192,B,11,21.374166642187497
181,55,Male,Suburban,Desktop,Social Media,0.4250227001350082,2,No,110848.25339973517,940.881568936361,B,10,8.771472632407395
182,43,Other,Suburban,Desktop,Digital,2.5956530918507346,1,No,66837.10044151453,760.7071268102935,B,10,79.03634629381531
183,44,Male,Suburban,Tablet,TV,0.7336565938054018,2,No,92468.1551444595,268.26270345864566,C,11,72.35550614486127
184,27,Female,Rural,Desktop,Digital,0.7824125048126851,1,No,27662.853430555857,912.1605311168746,D,3,63.863022825473024
185,27,Other,Rural,Mobile,Streaming,2.144593448281178,2,No,149504.9060314092,299.2581550823113,D,16,19.180807904534237
186,46,Other,Suburban,Desktop,TV,6.335781342749734,2,No,106079.39624773292,959.8308827042893,D,16,54.35877581246502
187,41,Male,Suburban,Mobile,Social Media,8.177709189699904,2,No,142205.55046620895,358.4869991561224,B,8,59.93616315847427
188,55,Male,Urban,Tablet,Streaming,8.213570309273026,3,Yes,116791.18750235804,212.66743441990803,C,15,95.00301116177283
189,48,Male,Urban,Desktop,Streaming,9.377565289346528,0,No,93045.04942482848,613.9610848518067,D,19,67.53223603719084
190,33,Other,Rural,Mobile,Social Media,6.5638159701429055,2,No,115737.13657473527,635.8136315168666,A,3,86.66568288396154
191,46,Female,Urban,Mobile,Streaming,0.19860941585589043,2,No,81008.6070227355,665.5449616631499,B,5,83.78075805282286
192,45,Male,Suburban,Tablet,Digital,3.7740243511431237,1,Yes,144708.4291185552,344.3003593005852,C,13,75.41473125749475
193,58,Female,Suburban,Desktop,Social Media,1.1146044687429058,2,Yes,120663.20842152934,434.1710879182382,B,9,36.715540936184546
194,53,Male,Urban,Mobile,Streaming,7.774647472198158,4,Yes,35735.25318181845,992.461779567426,B,14,87.81358161696387
195,52,Female,Urban,Mobile,TV,1.1968910434299262,0,No,143585.36457261688,459.4270005260235,D,5,75.77533388486736
196,35,Male,Rural,Tablet,Social Media,1.0592245457544058,2,No,94849.73005903799,191.78937080519276,D,19,72.86244768438385
197,52,Female,Urban,Desktop,Social Media,0.2820863163396081,2,No,78560.78246005133,483.615389219988,A,11,13.811200699334048
198,52,Other,Rural,Desktop,Streaming,9.555027819911947,4,No,122984.76564037176,271.49989913792353,D,19,92.71532261609292
199,45,Male,Urban,Mobile,Social Media,7.857100573030863,3,No,49728.697239761,233.76333108175382,A,2,0.21251514098165059
200,38,Male,Urban,Desktop,Social Media,3.3331081768704296,0,No,144566.1157279082,444.21872668341746,A,16,30.9619701793174
201,43,Other,Urban,Desktop,Social Media,3.764393367977025,1,No,41623.61390412513,409.4758292406777,D,2,67.72569971114434
202,56,Male,Urban,Desktop,Social Media,0.5942842871222309,1,No,58438.73794860792,205.0572661746866,C,6,14.960871067822524
203,31,Male,Suburban,Desktop,Social Media,1.5791692602676777,1,No,135575.20770266576,115.1928916192991,B,17,77.27657510297486
204,41,Other,Suburban,Desktop,Social Media,3.1145137382027,5,No,99083.3131498796,669.7246540359705,C,14,14.373985143450806
205,44,Other,Suburban,Desktop,Digital,3.8786798873269723,1,No,131087.59518109,315.5794849555101,D,13,0.15180382804247383
206,22,Female,Urban,Desktop,Streaming,6.199764136702503,5,No,45913.4900010853,870.8855388775582,B,13,2.8419447742138004
207,18,Other,Rural,Mobile,Digital,3.5033235038796997,2,No,124491.87408344774,378.429016698234,C,8,21.56727845851848
208,47,Other,Urban,Mobile,Streaming,9.546005138342144,3,Yes,43190.73050860962,590.5321197546139,C,18,54.48656923151706
209,28,Male,Suburban,Desktop,Social Media,3.427942099843743,3,Yes,116618.66957792582,299.2375671716178,B,10,7.5679867968425185
210,36,Other,Rural,Desktop,Streaming,9.415953599678934,1,Yes,40091.040139031145,266.3484489659056,B,16,35.947179523702324
211,23,Male,Rural,Tablet,Digital,7.29859691892257,0,No,64586.41348006973,950.3041028065755,A,6,19.055522007824464
212,30,Other,Suburban,Mobile,Streaming,8.998975408223416,4,No,81907.29795048952,709.8217422325358,C,7,87.9489474350753
213,59,Other,Urban,Tablet,Social Media,7.031571849269996,4,No,139448.23969845613,954.6599216434954,B,7,26.753576408531043
214,58,Female,Rural,Mobile,Social Media,5.685840370214149,4,Yes,115124.73758401857,280.0739232436202,C,19,65.20623486458166
215,60,Other,Rural,Tablet,Social Media,5.090827839082518,2,No,56628.62852856312,773.9189319393715,B,17,73.39370607473555
216,35,Other,Suburban,Tablet,Digital,2.9133817171337295,3,Yes,78038.6673409584,301.1872189878763,C,8,13.789670006721998
217,34,Male,Rural,Tablet,TV,2.9817398643439095,1,Yes,65505.2060899611,774.2583012821001,B,7,12.146621865858865
218,22,Male,Rural,Mobile,Social Media,2.232058440034278,1,Yes,142181.26074494317,847.5310399384837,D,19,90.9008511937989
219,59,Female,Rural,Mobile,Social Media,3.855408289214722,2,No,42701.729687210565,292.1528872757294,D,7,15.803287912870701
220,50,Other,Urban,Desktop,Streaming,1.269730080843705,1,No,139039.24292966037,430.0895897707748,C,13,55.094219329063385
221,34,Male,Urban,Mobile,TV,3.8760506546959883,2,Yes,127622.00601543921,644.9416141058084,A,7,60.382743808084314
222,40,Other,Suburban,Mobile,Streaming,8.337437469524641,1,No,36730.01528915833,919.4892591457483,C,5,31.970778334593795
223,40,Female,Urban,Mobile,Digital,8.702922862278692,2,Yes,55508.3264949327,124.618096447731,A,1,48.20224989239501
224,18,Male,Rural,Mobile,TV,6.428303729236031,1,No,112354.94123336111,602.3719909596143,C,2,30.366900609898238
225,51,Male,Urban,Desktop,Social Media,2.5680980055309997,2,No,111947.34277018411,223.52328316645264,A,16,82.70038139711917
